"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.285655000E0,2.143880450E0,2.581480806E0,-1.360754671E0
2.295621000E0,2.212681713E0,3.776333597E0,-6.142324626E-1
2.305587000E0,3.043502060E0,3.106573051E0,-1.701901113E0
2.315553000E0,5.194700884E0,2.173127638E0,-3.045766686E0
2.325518000E0,5.568273645E0,2.085177913E0,-2.608467461E0
2.335484000E0,5.653139548E0,1.882408753E0,-2.411380041E0
2.345450000E0,5.270926942E0,2.164867276E0,-3.276252233E0
2.355416000E0,4.900253815E0,2.417859925E0,-3.583634512E0
2.365381000E0,3.964185633E0,3.417959504E0,-3.491753705E0
2.375347000E0,2.491601208E0,4.584594802E0,-2.600247445E0
2.385313000E0,2.371608303E0,5.156425011E0,-1.099936109E0
2.395279000E0,1.800053644E0,4.793880098E0,-4.318285704E-2
2.405244000E0,7.978499445E-1,5.031860021E0,2.384263578E-1
2.415210000E0,2.300993234E0,6.581240022E0,1.424200469E0
2.425176000E0,2.960682389E0,6.529417904E0,1.676641434E0
2.435142000E0,2.040730741E0,6.129216338E0,2.778587523E0
2.445107000E0,1.544406067E0,6.550563775E0,1.553700947E0
2.455073000E0,9.045269854E-1,7.080889277E0,1.133398554E0
2.465039000E0,5.114791958E-1,7.554827741E0,2.059333366E0
2.475005000E0,1.918499413E-1,7.744245953E0,2.697625805E0
2.484970000E0,-1.689920241E-1,7.962089235E0,1.843922964E0
2.494936000E0,-4.672195740E-1,8.020578933E0,6.528850432E-1
2.504902000E0,-7.582124736E-1,8.011332146E0,7.403525189E-2
2.514868000E0,-1.714687804E0,8.119728999E0,1.238757487E-1
2.524833000E0,-2.386818665E0,7.806070903E0,1.527340968E-1
2.534799000E0,-6.342147374E-1,-1.635899146E1,-1.311869609E-1
2.544765000E0,7.780536112E0,-5.817077700E1,-3.134354342E0
2.554731000E0,5.441629386E-1,-5.568179037E1,1.111698952E-1
2.564696000E0,-8.832074232E0,-2.934670290E1,3.470806932E0
2.574662000E0,-4.616542819E0,-9.895537748E0,3.775545977E0
2.584628000E0,-3.802886388E0,-3.030522995E0,5.471219805E0
2.594594000E0,-4.830947937E0,-2.045759493E-1,6.583606975E0
2.604559000E0,-6.084913740E0,3.872464746E-1,7.569977292E0
2.614525000E0,-7.212176811E0,1.820134737E0,1.029582410E1
2.624491000E0,-5.962034503E0,1.750726533E-1,1.468224273E1
2.634457000E0,-2.251457815E0,-2.958432088E0,1.695362288E1
2.644423000E0,-2.186914203E0,-4.628429039E0,1.103341761E1
2.654388000E0,-4.894801871E0,-6.600252829E0,3.851379394E0
2.664354000E0,-5.076195365E0,-7.756248533E0,-7.488879919E-1
2.674320000E0,-3.490902935E0,-5.863865014E0,-1.894255650E0
2.684286000E0,-1.002084563E0,-4.092639897E0,-1.634878134E0
2.694251000E0,1.763462353E0,-5.256876667E0,2.939875511E-1
2.704217000E0,4.100735660E0,-6.374103577E0,1.753622074E0
2.714183000E0,4.756431313E0,-7.349837809E0,-7.105021906E-1
2.724149000E0,5.267887559E0,-9.503425806E0,-3.496812716E0
2.734114000E0,5.427341130E0,-1.011632043E1,-4.306519936E0
2.744080000E0,5.684414551E0,-9.224404861E0,-3.861187806E0
2.754046000E0,5.577597030E0,-7.562336150E0,-3.222573624E0
2.764012000E0,4.780150251E0,-5.603286188E0,-2.859685480E0
2.773977000E0,3.646195042E0,-4.077545310E0,-1.918870820E0
2.783943000E0,2.543595527E0,-2.806945349E0,-1.562653619E0
2.793909000E0,1.873356971E0,-1.230955254E0,-1.955253366E0
2.803875000E0,8.403668037E-1,-8.800848931E-1,-2.266295710E0
2.813840000E0,-1.759426459E-1,-5.365726680E-1,-2.748362680E0
2.823806000E0,-8.651418219E-1,-7.020167112E-2,-3.008579564E0
2.833772000E0,-1.459667925E0,8.366488516E-2,-4.211560569E0
2.843738000E0,-2.287064289E0,1.077677513E0,-7.334571898E0
2.853703000E0,-4.168486471E0,1.958596219E0,-1.207898631E1
2.863669000E0,-3.489472706E0,2.464806050E0,-1.268717392E1
2.873635000E0,-1.194937137E0,3.204152555E0,-8.055808407E0
2.883601000E0,-9.214581831E-1,4.460048524E0,-5.086822679E0
2.893567000E0,-1.443600800E0,5.542861061E0,-2.769636020E0
2.903532000E0,-4.872128854E-1,5.971181302E0,3.695121619E-1
2.913498000E0,4.012110509E-1,5.695539463E0,-2.729184690E0
2.923464000E0,1.287858457E0,5.722420283E0,-4.331178522E0
2.933430000E0,1.907803357E0,5.988179743E0,-4.729970031E0
2.943395000E0,2.056716006E0,6.349702561E0,-4.894962670E0
2.953361000E0,1.949041722E0,6.164649881E0,-5.264478047E0
2.963327000E0,2.052849973E0,6.281845624E0,-5.180269956E0
2.973293000E0,2.105236640E0,6.835476374E0,-4.916772784E0
2.983258000E0,2.055016659E0,7.066895721E0,-4.802885688E0
2.993224000E0,2.033144856E0,7.039605596E0,-4.593680205E0
3.003190000E0,1.775785945E0,6.952107276E0,-4.490977663E0
3.013156000E0,1.364951510E0,6.840224313E0,-4.258049442E0
3.023121000E0,8.386168782E-1,6.475902432E0,-3.849636632E0
3.033087000E0,4.550227938E-1,5.889001610E0,-3.050229866E0
3.043053000E0,3.703213800E-1,4.991886701E0,-1.553948138E0
3.053019000E0,5.517986713E-1,3.641026688E0,8.624581692E-1
3.062984000E0,1.133138499E0,1.517424967E0,6.034127163E0
3.072950042E0,1.678987336E0,-2.019990229E0,1.225426946E1
3.082916042E0,4.544246602E-1,-8.126270864E0,1.827834935E1
3.092882042E0,-2.627487576E0,-1.677894901E1,2.071466426E1
